0.000001       , 0.00003        , 1000             , 0.0000000655      , 15700             , 458.015267175573 , 0
0.000001       , 0.00003        , 700              , 0.00000007327     , 14700             , 409.444520267504 , 0
0.000001       , 0.00003        , 500              , 0.00000008072     , 13990             , 371.655104063429 , 0
0.000001       , 0.00003        , 300              , 0.000000091495    , 12990             , 327.88676976884  , 0
0.000001       , 0.00004        , 1000             , 0.00000006286     , 19230             , 636.334712058543 , 15
0.000001       , 0.00004        , 700              , 0.00000007005     , 18117             , 571.020699500357 , 4
0.000001       , 0.00004        , 500              , 0.00000007711     , 17160             , 518.739463104656 , 0
0.000001       , 0.00004        , 300              , 0.000000087547    , 15997             , 456.897437947617 , 0
0.000001       , 0.00005        , 1000             , 0.0000000605173   , 22366             , 826.210025893422 , 443
0.000001       , 0.00005        , 700              , 0.00000006747     , 21060             , 741.070105231955 , 63
0.000001       , 0.00005        , 500              , 0.000000074489    , 20000             , 671.240048866276 , 17
0.000001       , 0.00005        , 300              , 0.00000008427     , 18600             , 593.330960009493 , 5
0.0000015      , 0.000045       , 1000             , 0.000000086364    , 17348             , 521.050437682368 , 2
0.0000015      , 0.000045       , 700              , 0.00000009662     , 16290             , 465.7420823846   , 0
0.0000015      , 0.000045       , 500              , 0.00000010586     , 15430             , 425.08974116758  , 0
0.0000015      , 0.000045       , 300              , 0.000000118377    , 14502             , 380.141412605489 , 0
0.0000015      , 0.00006        , 1000             , 0.0000000824768   , 21034             , 727.477302708155 , 467
0.0000015      , 0.00006        , 700              , 0.000000091715    , 19873             , 654.200512457068 , 148
0.0000015      , 0.00006        , 500              , 0.0000001011      , 18970             , 593.471810089021 , 43
0.0000015      , 0.00006        , 300              , 0.0000001138887   , 17836             , 526.830142059748 , 16
0.0000015      , 0.000075       , 1000             , 0.00000007971     , 24410             , 940.910801656003 , 6167
0.0000015      , 0.000075       , 700              , 0.0000000891886   , 23119             , 840.914646042207 , 2799
0.0000015      , 0.000075       , 500              , 0.0000000975456   , 22103             , 768.871174097038 , 1193
0.0000015      , 0.000075       , 300              , 0.000000109689    , 20806             , 683.7513333151   , 303
0.0000005      , 0.000015       , 1000             , 0.0000000412727   , 13377             , 363.436363504205 , 0
0.0000005      , 0.000015       , 700              , 0.00000004632909  , 12517             , 323.770658996324 , 0
0.0000005      , 0.000015       , 500              , 0.00000005109522  , 11851             , 293.56953546731  , 0
0.0000005      , 0.000015       , 300              , 0.000000057876    , 10957             , 259.174787476674 , 0
0.0000005      , 0.00002        , 1000             , 0.0000000396846   , 16406             , 503.973833678555 , 0
0.0000005      , 0.00002        , 700              , 0.000000043715069 , 15462             , 457.508142100839 , 0
0.0000005      , 0.00002        , 500              , 0.00000004838559  , 14655             , 413.346204934155 , 0
0.0000005      , 0.00002        , 300              , 0.0000000549095   , 13582             , 364.235696919477 , 0
0.0000005      , 0.000025       , 1000             , 0.0000000377146   , 19184             , 662.873263934922 , 2
0.0000005      , 0.000025       , 700              , 0.000000042176168 , 18075             , 592.751811876318 , 0
0.0000005      , 0.000025       , 500              , 0.0000000464259   , 17131             , 538.492522492833 , 0
0.0000005      , 0.000025       , 300              , 0.0000000528414   , 15958             , 473.113884189291 , 0
0.000002       , 0.00006        , 1000             , 0.00000010445     , 18606             , 574.437529918621 , 72
0.000002       , 0.00006        , 700              , 0.0000001162795   , 17585             , 515.998090807064 , 29
0.000002       , 0.00006        , 500              , 0.000000127145    , 16750             , 471.902158952377 , 1
0.000002       , 0.00006        , 300              , 0.00000014402     , 15653             , 416.608804332732 , 0
0.000002       , 0.00008        , 1000             , 0.000000099843    , 22613             , 801.257975020783 , 6402
0.000002       , 0.00008        , 700              , 0.000000110681    , 21462             , 722.797950867809 , 2519
0.000002       , 0.00008        , 500              , 0.000000121655    , 20463             , 657.597303851054 , 518
0.000002       , 0.00008        , 300              , 0.0000001370959   , 19180             , 583.533132646563 , 260
0.000002       , 0.0001         , 1000             , 0.0000000972105   , 26396             , 1028.69545985259 , 90474
0.000002       , 0.0001         , 700              , 0.000000107268    , 24915             , 932.244471790282 , 29623
0.000002       , 0.0001         , 500              , 0.000000118058    , 23774             , 847.041284792221 , 14156
0.000002       , 0.0001         , 300              , 0.000000132775    , 22331             , 753.153831670119 , 2678
0.0000025      , 0.000075       , 1000             , 0.00000012024     , 19675             , 623.75249500998  , 611
0.0000025      , 0.000075       , 700              , 0.000000134285    , 18631             , 558.513609114942 , 239
0.0000025      , 0.000075       , 500              , 0.000000146862    , 17725             , 510.683498794787 , 68
0.0000025      , 0.000075       , 300              , 0.0000001657105   , 16593             , 452.59654638662  , 13
0.0000025      , 0.0001         , 1000             , 0.000000115624    , 23944             , 864.872344841901 , 28352
0.0000025      , 0.0001         , 700              , 0.000000128465    , 22640             , 778.422138325614 , 13484
0.0000025      , 0.0001         , 500              , 0.00000014022     , 21610             , 713.165026387106 , 6724
0.0000025      , 0.0001         , 300              , 0.0000001578134   , 20125             , 633.659752593886 , 2196
0.0000025      , 0.000125       , 1000             , 0.000000111425    , 27695             , 1121.83082791115 , 184479
0.0000025      , 0.000125       , 700              , 0.000000124328    , 26242             , 1005.4050575896  , 121684
0.0000025      , 0.000125       , 500              , 0.00000013584     , 25058             , 920.20023557126  , 59612
0.0000025      , 0.000125       , 300              , 0.000000153575    , 23530             , 813.934559661403 , 25372
